instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.92359,0.97716,0,massA=0.0747 massB=0.902
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60767,0.68442,0,massA=0.269 massB=0.416
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47269,0.67417,0,massA=0.355 massB=0.319
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.77046,0.92057,0,massA=0.709 massB=0.211
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32767,0.65649,0,massA=0.441 massB=0.215
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.88201,0.91607,0,massA=0.808 massB=0.108
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.78924,0.97964,0,massA=0.206 massB=0.773
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.24365,0.59654,0,massA=0.451 massB=0.145
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.24223,0.72782,0,massA=0.552 massB=0.176
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76208,0.89576,0,massA=0.213 massB=0.683
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32424,0.60304,0,massA=0.408 massB=0.196
p1,77,7,risk,0,63,98,0.64,0.9956,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60392,0.92218,0,massA=0.557 massB=0.365
p1,349,34,risk,0,52,96,0.63,1.1631,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.27668,0.69175,0,massA=0.191 massB=0.5
p1,371,37,risk,0,151,252,0.68,1.1348,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60765,0.91751,0,massA=0.558 massB=0.36
p1,0,0,risk,0,186,984,0.26,1.3755,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51954,0.87806,0,massA=0.422 massB=0.456
p1,111,11,risk,0,54,68,0.81,1.02,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43397,0.90877,0,massA=0.394 massB=0.514
p1,238,23,risk,0,91,626,0.23,1.5822,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.56026,0.68711,0,massA=0.302 massB=0.385
p1,7,0,risk,0,186,984,0.26,1.3755,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4225,0.9402,0,massA=0.397 massB=0.543
p1,40,4,risk,0,29,71,0.55,1.3466,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67234,0.85837,0,massA=0.281 massB=0.577
p1,393,39,risk,0,178,567,0.32,1.0193,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48434,0.67369,0,massA=0.326 massB=0.347
p1,3,0,risk,0,186,984,0.26,1.3755,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50582,0.64933,0,massA=0.328 massB=0.321
p1,154,15,risk,0,82,113,0.74,1.0198,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.85872,0.93271,0,massA=0.132 massB=0.801
p1,129,12,risk,0,164,541,0.38,1.2535,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32081,0.69949,0,massA=0.224 massB=0.475
p1,203,20,risk,0,186,266,0.63,0.901,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51753,0.69652,0,massA=0.36 massB=0.336
p1,118,11,risk,0,54,68,0.81,1.02,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.56026,0.69913,0,massA=0.307 massB=0.392
p1,137,13,risk,0,72,88,0.64,0.7822,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.36477,0.94865,0,massA=0.346 massB=0.603
p1,95,9,risk,0,49,153,0.26,0.8118,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.71699,0.90618,0,massA=0.65 massB=0.256
p1,33,3,risk,0,46,158,0.33,1.1335,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38488,0.71311,0,massA=0.274 massB=0.439
p1,321,32,risk,0,131,236,0.57,1.0269,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49999,0.91307,0,massA=0.457 massB=0.457
p1,91,9,risk,0,49,153,0.26,0.8118,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.21866,0.92802,0,massA=0.203 massB=0.725
p1,73,7,risk,0,63,98,0.64,0.9956,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47849,0.68912,0,massA=0.33 massB=0.359
p1,86,8,risk,0,62,263,0.33,1.3998,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6316,0.96425,0,massA=0.355 massB=0.609
p1,25,2,risk,0,162,661,0.26,1.0609,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.80562,0.91434,0,massA=0.737 massB=0.178
p1,197,19,risk,0,64,122,0.49,0.9341,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.2814,0.94567,0,massA=0.266 massB=0.68
p1,155,15,risk,0,82,113,0.74,1.0198,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.93651,0.9242,0,massA=0.866 massB=0.0587
p1,135,13,risk,0,72,88,0.64,0.7822,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84593,0.92341,0,massA=0.781 massB=0.142
p1,185,18,risk,0,41,61,0.58,0.8629,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.90531,0.92854,0,massA=0.841 massB=0.0879
p1,92,9,risk,0,49,153,0.26,0.8118,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.40359,0.77378,0,massA=0.461 massB=0.312
p1,370,37,risk,0,151,252,0.68,1.1348,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76769,0.87904,0,massA=0.204 massB=0.675
p1,398,39,risk,0,178,567,0.32,1.0193,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47269,0.64415,0,massA=0.34 massB=0.304
p1,140,14,risk,0,81,201,0.68,1.6874,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75347,0.87552,0,massA=0.216 massB=0.66
p1,243,24,risk,0,168,214,0.76,0.9681,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.7969,0.66595,0,massA=0.531 massB=0.135
p1,253,25,risk,0,124,207,0.76,1.2687,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67057,0.64199,0,massA=0.431 massB=0.211
p1,352,35,risk,0,91,133,0.68,0.9938,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.46298,0.76959,0,massA=0.413 massB=0.356
p1,303,30,risk,0,149,447,0.26,0.78,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.28139,0.69176,0,massA=0.195 massB=0.497
p1,84,8,risk,0,62,263,0.33,1.3998,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.53899,0.92053,0,massA=0.424 massB=0.496
p1,365,36,risk,0,98,227,0.47,1.0887,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.81988,0.89974,0,massA=0.738 massB=0.162
p1,369,36,risk,0,98,227,0.47,1.0887,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.21867,0.7259,0,massA=0.159 massB=0.567
p1,113,11,risk,0,54,68,0.81,1.02,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.52922,0.69557,0,massA=0.368 massB=0.327
p1,186,18,risk,0,41,61,0.58,0.8629,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.81287,0.97472,0,massA=0.182 massB=0.792
p1,341,34,risk,0,52,96,0.63,1.1631,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33807,0.91304,0,massA=0.309 massB=0.604
p1,313,31,risk,0,51,151,0.29,0.8586,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43202,0.65641,0,massA=0.284 massB=0.373
p1,143,14,risk,0,81,201,0.68,1.6874,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51558,0.63581,0,massA=0.328 massB=0.308
p1,72,7,risk,0,63,98,0.64,0.9956,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.19195,0.71695,0,massA=0.579 massB=0.138
p1,170,17,risk,0,117,362,0.42,1.2995,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62063,0.86769,0,massA=0.329 massB=0.539
p1,181,18,risk,0,41,61,0.58,0.8629,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59265,0.90901,0,massA=0.539 massB=0.37
p1,1,0,risk,0,186,984,0.26,1.3755,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38305,0.93059,0,massA=0.356 massB=0.574
p1,105,10,risk,0,111,278,0.58,1.4526,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84593,0.90015,0,massA=0.761 massB=0.139
p1,11,1,risk,0,58,116,0.66,1.32,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45713,0.90757,0,massA=0.415 massB=0.493
p1,244,24,risk,0,168,214,0.76,0.9681,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75056,0.91806,0,massA=0.229 massB=0.689
p1,165,16,risk,0,139,234,0.6,1.0101,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.91818,0.92445,0,massA=0.849 massB=0.0756
p1,361,36,risk,0,98,227,0.47,1.0887,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43205,0.907,0,massA=0.392 massB=0.515
p1,233,23,risk,0,91,626,0.23,1.5822,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29582,0.65363,0,massA=0.193 massB=0.46
p1,30,3,risk,0,46,158,0.33,1.1335,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.71064,0.88683,0,massA=0.257 massB=0.63
p1,13,1,risk,0,58,116,0.66,1.32,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55829,0.67205,0,massA=0.375 massB=0.297
p1,347,34,risk,0,52,96,0.63,1.1631,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57176,0.93009,0,massA=0.532 massB=0.398
p1,119,11,risk,0,54,68,0.81,1.02,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33284,0.68754,0,massA=0.229 massB=0.459
p1,257,25,risk,0,124,207,0.76,1.2687,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67405,0.9287,0,massA=0.626 massB=0.303
p1,255,25,risk,0,124,207,0.76,1.2687,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.93581,0.92357,0,massA=0.864 massB=0.0593
p1,310,31,risk,0,51,151,0.29,0.8586,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57369,0.89263,0,massA=0.381 massB=0.512
p1,43,4,risk,0,29,71,0.55,1.3466,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49996,0.58493,0,massA=0.292 massB=0.292
p1,228,22,risk,0,81,163,0.72,1.4489,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.71702,0.71382,0,massA=0.202 massB=0.512
p1,103,10,risk,0,111,278,0.58,1.4526,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51362,0.61398,0,massA=0.315 massB=0.299
p1,83,8,risk,0,62,263,0.33,1.3998,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.42438,0.68183,0,massA=0.289 massB=0.392
p1,274,27,risk,0,166,433,0.53,1.3825,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72331,0.92049,0,massA=0.255 massB=0.666
p1,4,0,risk,0,186,984,0.26,1.3755,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47659,0.93058,0,massA=0.487 massB=0.444
p1,277,27,risk,0,166,433,0.53,1.3825,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54286,0.93511,0,massA=0.508 massB=0.427
p1,275,27,risk,0,166,433,0.53,1.3825,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86521,0.91349,0,massA=0.79 massB=0.123
p1,307,30,risk,0,149,447,0.26,0.78,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25091,0.94769,0,massA=0.238 massB=0.71
p1,325,32,risk,0,131,236,0.57,1.0269,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89697,0.91822,0,massA=0.824 massB=0.0946
p1,306,30,risk,0,149,447,0.26,0.78,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48048,0.94027,0,massA=0.488 massB=0.452
p1,397,39,risk,0,178,567,0.32,1.0193,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48828,0.9315,0,massA=0.455 massB=0.477
p1,89,8,risk,0,62,263,0.33,1.3998,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.27047,0.69064,0,massA=0.187 massB=0.504
p1,362,36,risk,0,98,227,0.47,1.0887,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18596,0.68882,0,massA=0.561 massB=0.128
p1,22,2,risk,0,162,661,0.26,1.0609,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.14807,0.69608,0,massA=0.593 massB=0.103
p1,324,32,risk,0,131,236,0.57,1.0269,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72331,0.92938,0,massA=0.257 massB=0.672
p1,131,13,risk,0,72,88,0.64,0.7822,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.3849,0.90679,0,massA=0.349 massB=0.558
p1,152,15,risk,0,82,113,0.74,1.0198,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60208,0.77382,0,massA=0.308 massB=0.466
p1,187,18,risk,0,41,61,0.58,0.8629,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59455,0.94079,0,massA=0.559 massB=0.381
p1,213,21,risk,0,106,206,0.73,1.4187,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.81164,0.63114,0,massA=0.512 massB=0.119
p1,189,18,risk,0,41,61,0.58,0.8629,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.413,0.6444,0,massA=0.266 massB=0.378
p1,373,37,risk,0,151,252,0.68,1.1348,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.56598,0.64124,0,massA=0.363 massB=0.278
p1,285,28,risk,0,132,181,0.76,1.0421,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.94738,0.93808,0,massA=0.889 massB=0.0494
p1,205,20,risk,0,186,266,0.63,0.901,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89876,0.91919,0,massA=0.826 massB=0.0931
p1,270,27,risk,0,166,433,0.53,1.3825,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.68596,0.86506,0,massA=0.272 massB=0.593
p1,110,11,risk,0,54,68,0.81,1.02,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75636,0.88899,0,massA=0.217 massB=0.672
p1,50,5,risk,0,162,381,0.46,1.0819,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67919,0.87882,0,massA=0.282 massB=0.597
p1,390,39,risk,0,178,567,0.32,1.0193,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59832,0.88177,0,massA=0.354 massB=0.528
p1,98,9,risk,0,49,153,0.26,0.8118,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50782,0.66781,0,massA=0.329 massB=0.339
p1,379,37,risk,0,151,252,0.68,1.1348,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33285,0.65084,0,massA=0.217 massB=0.434
p1,106,10,risk,0,111,278,0.58,1.4526,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.68763,0.95749,0,massA=0.299 massB=0.658
p1,24,2,risk,0,162,661,0.26,1.0609,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55833,0.93402,0,massA=0.413 massB=0.521
p1,45,4,risk,0,29,71,0.55,1.3466,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84285,0.90821,0,massA=0.765 massB=0.143
p1,240,24,risk,0,168,214,0.76,0.9681,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.81758,0.88301,0,massA=0.161 massB=0.722
p1,214,21,risk,0,106,206,0.73,1.4187,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.65313,0.92424,0,massA=0.321 massB=0.604
p1,314,31,risk,0,51,151,0.29,0.8586,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50196,0.94112,0,massA=0.469 massB=0.472
p1,319,31,risk,0,51,151,0.29,0.8586,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29259,0.66542,0,massA=0.195 massB=0.471
p1,159,15,risk,0,82,113,0.74,1.0198,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.39606,0.65843,0,massA=0.261 massB=0.398
p1,222,22,risk,0,81,163,0.72,1.4489,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.41302,0.72255,0,massA=0.424 massB=0.298
p1,329,32,risk,0,131,236,0.57,1.0269,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31236,0.68639,0,massA=0.214 massB=0.472
p1,191,19,risk,0,64,122,0.49,0.9341,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25238,0.90614,0,massA=0.229 massB=0.677
p1,180,18,risk,0,41,61,0.58,0.8629,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.73565,0.89162,0,massA=0.236 massB=0.656
p1,215,21,risk,0,106,206,0.73,1.4187,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.9456,0.91123,0,massA=0.862 massB=0.0496
p1,351,35,risk,0,91,133,0.68,0.9938,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45131,0.912,0,massA=0.412 massB=0.5
p1,295,29,risk,0,79,81,0.83,0.851,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.95362,0.93188,0,massA=0.889 massB=0.0432
p1,116,11,risk,0,54,68,0.81,1.02,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.78133,0.96655,0,massA=0.211 massB=0.755
p1,49,4,risk,0,29,71,0.55,1.3466,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29259,0.59125,0,massA=0.173 massB=0.418
p1,394,39,risk,0,178,567,0.32,1.0193,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59644,0.93469,0,massA=0.377 massB=0.557
p1,387,38,risk,0,183,609,0.38,1.2646,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.37204,0.93422,0,massA=0.348 massB=0.587
p1,141,14,risk,0,81,201,0.68,1.6874,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.42822,0.91376,0,massA=0.391 massB=0.522
p1,395,39,risk,0,178,567,0.32,1.0193,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84695,0.92021,0,massA=0.779 massB=0.141
p1,127,12,risk,0,164,541,0.38,1.2535,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48242,0.93636,0,massA=0.452 massB=0.485
p1,368,36,risk,0,98,227,0.47,1.0887,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4961,0.70538,0,massA=0.355 massB=0.35
p1,359,35,risk,0,91,133,0.68,0.9938,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.27047,0.70798,0,massA=0.191 massB=0.516
p1,338,33,risk,0,142,446,0.53,1.6646,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51172,0.67143,0,massA=0.328 massB=0.344
p1,218,21,risk,0,106,206,0.73,1.4187,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50391,0.68903,0,massA=0.342 massB=0.347
p1,288,28,risk,0,132,181,0.76,1.0421,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72487,0.76553,0,massA=0.211 massB=0.555
p1,67,6,risk,0,94,101,0.71,0.7629,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.64779,0.93187,0,massA=0.604 massB=0.328
p1,121,12,risk,0,164,541,0.38,1.2535,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.46294,0.90582,0,massA=0.419 massB=0.486
p1,363,36,risk,0,98,227,0.47,1.0887,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.36475,0.65791,0,massA=0.24 massB=0.418
p1,204,20,risk,0,186,266,0.63,0.901,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69098,0.91148,0,massA=0.282 massB=0.63
p1,242,24,risk,0,168,214,0.76,0.9681,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26438,0.73998,0,massA=0.544 massB=0.196
p1,16,1,risk,0,58,116,0.66,1.32,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.85489,0.97573,0,massA=0.142 massB=0.834
p1,29,2,risk,0,162,661,0.26,1.0609,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25091,0.69025,0,massA=0.173 massB=0.517
p1,162,16,risk,0,139,234,0.6,1.0101,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18128,0.67877,0,massA=0.556 massB=0.123
p1,19,1,risk,0,58,116,0.66,1.32,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33807,0.67606,0,massA=0.229 massB=0.448
p1,199,19,risk,0,64,122,0.49,0.9341,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.19314,0.74966,0,massA=0.145 massB=0.605
p1,5,0,risk,0,186,984,0.26,1.3755,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.78922,0.92101,0,massA=0.727 massB=0.194
p1,144,14,risk,0,81,201,0.68,1.6874,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75202,0.91914,0,massA=0.228 massB=0.691
p1,108,10,risk,0,111,278,0.58,1.4526,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38307,0.65254,0,massA=0.403 massB=0.25
p1,301,30,risk,0,149,447,0.26,0.78,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.28616,0.92652,0,massA=0.265 massB=0.661
p1,148,14,risk,0,81,201,0.68,1.6874,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58889,0.71852,0,massA=0.295 massB=0.423
p1,15,1,risk,0,58,116,0.66,1.32,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.8984,0.91971,0,massA=0.826 massB=0.0934
p1,20,2,risk,0,162,661,0.26,1.0609,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59268,0.87664,0,massA=0.357 massB=0.52
p1,193,19,risk,0,64,122,0.49,0.9341,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32764,0.71019,0,massA=0.233 massB=0.478
p1,63,6,risk,0,94,101,0.71,0.7629,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.63879,0.66016,0,massA=0.422 massB=0.238
p1,167,16,risk,0,139,234,0.6,1.0101,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67917,0.93561,0,massA=0.635 massB=0.3
p1,357,35,risk,0,91,133,0.68,0.9938,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.56217,0.93924,0,massA=0.528 massB=0.411
p1,58,5,risk,0,162,381,0.46,1.0819,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.42251,0.6374,0,massA=0.368 massB=0.269
p1,309,30,risk,0,149,447,0.26,0.78,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.19436,0.76295,0,massA=0.148 massB=0.615
p1,147,14,risk,0,81,201,0.68,1.6874,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.53315,0.92898,0,massA=0.495 massB=0.434
p1,42,4,risk,0,29,71,0.55,1.3466,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26136,0.71544,0,massA=0.528 massB=0.187
p1,249,24,risk,0,168,214,0.76,0.9681,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.46295,0.66431,0,massA=0.308 massB=0.357
p1,311,31,risk,0,51,151,0.29,0.8586,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.40355,0.90786,0,massA=0.366 massB=0.541
p1,163,16,risk,0,139,234,0.6,1.0101,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.64954,0.63434,0,massA=0.412 massB=0.222
p1,122,12,risk,0,164,541,0.38,1.2535,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22003,0.68808,0,massA=0.537 massB=0.151
